Property_Class,Property_Address,Property_City,Sale_Date,Sale_Price,Land_Square_Feet,Age,Rooms,Bedrooms,Basement,Central_Heating,Central_Air_Conditioning,Fireplaces,Full_Baths,Half_Baths,Sale_Year,Sale_Month
203,3036 W THORNDALE AVE,CHICAGO,2020-01-11,330000.0,4472.0,83,6,3,Partial,Hot Water Steam,No Central A/C,0.0,6,1.0,2020,1
203,3451 N OCONTO AVE,CHICAGO,2018-11-16,320000.0,3930.0,70,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,11
278,2020 N HIAWATHA AVE,CHICAGO,2018-04-18,870000.0,6666.0,6,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2018,4
203,3909 N PONTIAC AVE,CHICAGO,2018-10-09,310000.0,3720.0,94,6,3,Slab,Hot Water Steam,Central A/C,0.0,6,0.0,2018,10
203,3500 N OLCOTT AVE,CHICAGO,2018-02-01,300000.0,4539.0,69,6,3,Partial,Warm Air Furnace,No Central A/C,1.0,6,1.0,2018,2
203,3440 N OCONTO AVE,CHICAGO,2019-09-30,370000.0,4092.0,73,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,9
205,4053 N CUMBERLAND AVE,CHICAGO,2019-07-03,254000.0,3737.0,73,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,7
203,3106 N OKETO AVE,CHICAGO,2020-08-06,293000.0,6650.0,71,4,3,Full,Warm Air Furnace,No Central A/C,1.0,4,0.0,2020,8
234,8507 W WINONA ST,CHICAGO,2019-10-16,367375.0,5000.0,59,7,3,Partial,Warm Air Furnace,Central A/C,0.0,7,1.0,2019,10
202,3533 N OZARK AVE,CHICAGO,2018-01-19,160000.0,3780.0,95,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,1.0,2018,1
206,1522 W CHASE AVE,CHICAGO,2019-08-26,665000.0,7500.0,117,10,5,Full,Hot Water Steam,No Central A/C,1.0,10,1.0,2019,8
203,3247 N OZANAM AVE,CHICAGO,2018-07-06,225000.0,4475.0,69,5,4,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,7
206,6060 N KIRKWOOD AVE,CHICAGO,2020-08-18,817500.0,6200.0,91,14,5,Full,Hot Water Steam,Central A/C,1.0,14,1.0,2020,8
203,3508 N ORIOLE AVE,CHICAGO,2018-10-15,321000.0,3780.0,96,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,0.0,2018,10
203,6361 N KARLOV AVE,CHICAGO,2020-10-20,299000.0,3218.0,63,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,10
205,6146 N KIRKWOOD AVE,CHICAGO,2019-05-23,490000.0,4960.0,71,7,4,Full,Warm Air Furnace,Central A/C,2.0,7,1.0,2019,5
203,6305 N HAMLIN AVE,CHICAGO,2018-06-07,355000.0,4191.0,67,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,6
203,5941 N TALMAN AVE,CHICAGO,2020-04-23,393000.0,3720.0,100,5,2,Full,Hot Water Steam,Central A/C,0.0,5,0.0,2020,4
278,3876 N OTTAWA AVE,CHICAGO,2019-07-16,522000.0,4800.0,6,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,7
202,6221 N KEDVALE AVE,CHICAGO,2019-09-26,329000.0,4092.0,71,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,9
206,6219 N SAINT LOUIS AVE,CHICAGO,2020-10-16,505613.0,3720.0,69,8,4,Full,Warm Air Furnace,Central A/C,0.0,8,1.0,2020,10
204,7649 W RASCHER AVE,CHICAGO,2020-12-07,430000.0,4960.0,25,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2020,12
203,3871 N OTTAWA AVE,CHICAGO,2018-09-24,256000.0,5790.0,48,4,3,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,9
202,3221 N ORANGE AVE,CHICAGO,2018-09-10,220000.0,3750.0,70,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,9
203,5858 N WASHTENAW AVE,CHICAGO,2018-01-03,365000.0,3550.0,96,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,1
205,6211 N TRIPP AVE,CHICAGO,2019-11-29,550300.0,4092.0,70,7,4,Full,Warm Air Furnace,Central A/C,2.0,7,1.0,2019,11
202,3239 N OZANAM AVE,CHICAGO,2020-09-29,330000.0,3750.0,67,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,9
203,3819 N OCONTO AVE,CHICAGO,2018-11-29,230000.0,3720.0,60,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,11
202,3427 N OVERHILL AVE,CHICAGO,2018-08-02,245000.0,3780.0,67,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,8
205,7835 W BERWYN AVE,CHICAGO,2019-03-14,285000.0,5002.0,76,8,3,Full,Warm Air Furnace,Central A/C,0.0,8,1.0,2019,3
205,6053 N WHIPPLE ST,CHICAGO,2018-02-13,380000.0,4092.0,69,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2018,2
203,6222 N BERNARD ST,CHICAGO,2018-03-19,370000.0,3720.0,71,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,3
206,1620 W LUNT AVE,CHICAGO,2018-05-09,410000.0,6920.0,122,8,4,Full,Warm Air Furnace,No Central A/C,1.0,8,1.0,2018,5
203,3256 N OCONTO AVE,CHICAGO,2019-09-03,343000.0,3720.0,97,6,2,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,9
203,3638 N OCTAVIA AVE,CHICAGO,2019-04-09,240000.0,3810.0,96,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,4
203,3458 N OKETO AVE,CHICAGO,2020-02-21,340000.0,5891.0,66,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,2
202,3339 N OTTAWA AVE,CHICAGO,2018-07-30,123000.0,3780.0,79,7,4,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2018,7
206,5855 N CHRISTIANA AVE,CHICAGO,2019-05-15,310000.0,7272.0,82,13,6,Full,Warm Air Furnace,No Central A/C,0.0,13,0.0,2019,5
203,6272 N KNOX AVE,CHICAGO,2018-05-01,450000.0,6200.0,65,6,3,Partial,Warm Air Furnace,No Central A/C,0.0,6,1.0,2018,5
234,6308 N KNOX AVE,CHICAGO,2020-06-03,460000.0,8250.0,65,6,3,Partial,Warm Air Furnace,Central A/C,1.0,6,1.0,2020,6
203,3306 N PIONEER AVE,CHICAGO,2019-10-30,257000.0,3600.0,68,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,10
203,5937 N KIMBALL AVE,CHICAGO,2019-07-05,341000.0,3750.0,66,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,7
203,3837 N ODELL AVE,CHICAGO,2018-11-27,340000.0,3810.0,79,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,11
203,3247 N PLAINFIELD AVE,CHICAGO,2019-07-31,335000.0,3600.0,75,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,7
203,3025 N OCTAVIA AVE,CHICAGO,2019-02-28,185000.0,5985.0,98,5,2,Partial,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,2
202,7345 W BARRY AVE,CHICAGO,2018-08-14,285000.0,3330.0,93,4,2,Full,Hot Water Steam,No Central A/C,0.0,4,0.0,2018,8
205,3230 N OZANAM AVE,CHICAGO,2018-01-26,310000.0,3750.0,67,6,4,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2018,1
203,3219 N OKETO AVE,CHICAGO,2019-07-11,269915.0,5022.0,60,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,7
203,8501 W SAINT JOSEPH AVE,CHICAGO,2020-05-14,315000.0,5000.0,60,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,5
203,3627 N OSCEOLA AVE,CHICAGO,2020-05-14,395000.0,4020.0,93,7,4,Full,Warm Air Furnace,Central A/C,1.0,7,1.0,2020,5
203,7843  FOREST  PRESERVE BLVD,CHICAGO,2018-10-12,235000.0,3750.0,51,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2018,10
204,3501 N OLCOTT AVE,CHICAGO,2019-01-14,425000.0,4503.0,63,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,1
234,7413  FOREST  PRESERVE BLVD,CHICAGO,2020-05-15,328900.0,3750.0,48,5,3,Partial,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,5
203,5709 N VIRGINIA AVE,CHICAGO,2018-05-10,700000.0,3750.0,92,7,4,Full,Hot Water Steam,No Central A/C,0.0,7,1.0,2018,5
206,3325 N OCONTO AVE,CHICAGO,2020-01-11,325000.0,4712.0,95,7,4,Full,Hot Water Steam,Central A/C,0.0,7,1.0,2020,1
203,7805  FOREST  PRESERVE BLVD,CHICAGO,2020-11-22,215000.0,3750.0,85,6,3,Partial,Warm Air Furnace,No Central A/C,0.0,6,1.0,2020,11
203,6025 N OLYMPIA AVE,CHICAGO,2020-11-11,430000.0,4725.0,72,6,4,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2020,11
203,3029 N OSCEOLA AVE,CHICAGO,2020-09-30,259000.0,6650.0,97,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,9
204,6142 N KIRKWOOD AVE,CHICAGO,2018-10-10,675000.0,4960.0,91,8,4,Full,Hot Water Steam,No Central A/C,1.0,8,0.0,2018,10
203,3232 N OLEANDER AVE,CHICAGO,2018-10-11,360000.0,3990.0,63,5,3,Full,Hot Water Steam,Central A/C,0.0,5,0.0,2018,10
205,6020 N CHRISTIANA AVE,CHICAGO,2018-06-21,385000.0,5265.0,67,7,4,Full,Warm Air Furnace,Central A/C,2.0,7,2.0,2018,6
203,6225 N HARDING AVE,CHICAGO,2020-04-02,287000.0,4224.0,66,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,4
203,5641 N MOZART ST,CHICAGO,2019-04-19,415000.0,4960.0,68,6,3,Full,Warm Air Furnace,Central A/C,1.0,6,0.0,2019,4
278,3541 N PARIS AVE,CHICAGO,2019-04-03,560000.0,3720.0,3,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2019,4
202,5642 N ARTESIAN AVE,CHICAGO,2020-11-12,295000.0,3472.0,72,4,2,Full,Warm Air Furnace,Central A/C,1.0,4,0.0,2020,11
205,3104 N OCTAVIA AVE,CHICAGO,2020-02-20,265000.0,5320.0,75,5,2,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,2
234,3000 W ARDMORE AVE,CHICAGO,2020-11-28,375000.0,6200.0,66,6,3,Partial,Warm Air Furnace,Central A/C,1.0,6,2.0,2020,11
205,3416 N OCTAVIA AVE,CHICAGO,2019-10-08,310000.0,4752.0,73,7,3,Partial,Warm Air Furnace,No Central A/C,0.0,7,2.0,2019,10
202,3058 N OLCOTT AVE,CHICAGO,2018-04-27,305000.0,4522.0,69,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2018,4
205,6048 N CHRISTIANA AVE,CHICAGO,2020-10-01,415000.0,3510.0,72,8,3,Full,Warm Air Furnace,Central A/C,2.0,8,1.0,2020,10
234,6340 N KOLMAR AVE,CHICAGO,2020-11-11,320000.0,8976.0,61,6,4,Partial,Warm Air Furnace,No Central A/C,1.0,6,1.0,2020,11
207,3232 N PIONEER AVE,CHICAGO,2019-02-13,340000.0,3600.0,14,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,2
203,6312 N SPRINGFIELD AVE,CHICAGO,2020-10-22,344000.0,3810.0,67,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2020,10
205,6313 N RIDGEWAY AVE,CHICAGO,2020-03-17,310000.0,3780.0,67,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,3
203,6035 N CAMPBELL AVE,CHICAGO,2020-01-11,353000.0,4092.0,68,5,3,Full,Warm Air Furnace,Central A/C,1.0,5,0.0,2020,1
203,3234 N OZANAM AVE,CHICAGO,2020-09-03,145000.0,3750.0,81,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2020,9
202,6220 N KILDARE AVE,CHICAGO,2018-05-17,280000.0,4092.0,69,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2018,5
205,6041 N KIMBALL AVE,CHICAGO,2018-07-09,343000.0,3480.0,67,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2018,7
205,6056 N LAWNDALE AVE,CHICAGO,2019-06-06,330000.0,4560.0,71,6,4,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,6
206,3415 N OSAGE AVE,CHICAGO,2019-12-27,261263.0,3780.0,95,8,4,Full,Hot Water Steam,Central A/C,0.0,8,0.0,2019,12
203,2838 W JEROME ST,CHICAGO,2020-12-18,295000.0,3720.0,68,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2020,12
202,3235 N OPAL AVE,CHICAGO,2020-04-01,225000.0,3750.0,93,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,4
203,5814 N CHRISTIANA AVE,CHICAGO,2018-02-16,427000.0,3750.0,92,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,2
203,3346 N ODELL AVE,CHICAGO,2019-11-26,215000.0,4375.0,94,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,11
203,3625 N OLEANDER AVE,CHICAGO,2019-09-26,299000.0,3750.0,71,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,9
202,3546 N PANAMA AVE,CHICAGO,2020-11-22,135000.0,3720.0,94,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,11
203,3239 N PAGE AVE,CHICAGO,2019-06-19,136000.0,3570.0,87,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,6
203,6155 N HIAWATHA AVE,CHICAGO,2019-06-10,292500.0,5684.0,66,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,6
205,6341 N MONTICELLO AVE,CHICAGO,2020-11-16,370000.0,3780.0,66,7,3,Partial,Warm Air Furnace,No Central A/C,0.0,7,0.0,2020,11
203,6225 N KILDARE AVE,CHICAGO,2018-05-04,320000.0,4092.0,68,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,5
234,4217 W DEVON AVE,CHICAGO,2018-11-06,307500.0,3000.0,63,5,3,Partial,Hot Water Steam,No Central A/C,0.0,5,1.0,2018,11
203,5904 N KIMBALL AVE,CHICAGO,2018-01-29,275000.0,3803.0,66,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,1
203,6239 N CAMPBELL AVE,CHICAGO,2019-07-19,345000.0,4125.0,98,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,7
203,3215 N OZARK AVE,CHICAGO,2020-11-11,340000.0,3750.0,52,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,11
234,4255 W DEVON AVE,CHICAGO,2020-10-16,306000.0,3000.0,62,7,3,Partial,Warm Air Furnace,Central A/C,0.0,7,1.0,2020,10
204,3401 N ORANGE AVE,CHICAGO,2019-09-18,155000.0,5481.0,90,8,4,Slab,Warm Air Furnace,Central A/C,0.0,8,0.0,2019,9
203,6210 N SAINT LOUIS AVE,CHICAGO,2019-08-23,350000.0,5332.0,68,6,4,Full,Warm Air Furnace,Central A/C,1.0,6,1.0,2019,8
203,3351 N ORANGE AVE,CHICAGO,2019-04-18,260000.0,3780.0,46,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2019,4
203,5851 N CHRISTIANA AVE,CHICAGO,2019-11-26,400000.0,3750.0,37,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,11
203,3101 N OLEANDER AVE,CHICAGO,2018-09-04,265000.0,4495.0,79,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2018,9
202,7441 W ADDISON ST,CHICAGO,2020-11-12,479000.0,3750.0,95,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,11
202,3534 N OCTAVIA AVE,CHICAGO,2018-05-18,238000.0,3780.0,93,5,2,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2018,5
205,6230 N MONTICELLO AVE,CHICAGO,2019-01-22,375000.0,3810.0,69,6,3,Partial,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,1
203,3516 N OSCEOLA AVE,CHICAGO,2020-10-21,242000.0,3750.0,96,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2020,10
203,6213 N RICHMOND ST,CHICAGO,2020-03-04,305000.0,4092.0,67,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,3
203,7228 W HOOD AVE,CHICAGO,2018-10-22,379000.0,4111.0,66,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2018,10
206,5858 N DRAKE AVE,CHICAGO,2019-11-15,575000.0,7290.0,76,10,4,Full,Warm Air Furnace,Central A/C,2.0,10,1.0,2019,11
203,6206 N BERNARD ST,CHICAGO,2020-10-28,355000.0,3720.0,66,6,3,Partial,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,10
207,7515 W ROSCOE ST,CHICAGO,2018-03-27,251500.0,7130.0,61,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2018,3
202,6327 N LOWELL AVE,CHICAGO,2019-08-05,712000.0,4092.0,66,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,8
203,6049 N PULASKI RD,CHICAGO,2019-04-26,324500.0,3425.0,58,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,4
203,5801 N JERSEY AVE,CHICAGO,2018-03-21,262000.0,4019.0,66,4,2,Slab,Warm Air Furnace,Central A/C,0.0,4,0.0,2018,3
203,3801 N OLCOTT AVE,CHICAGO,2018-01-23,285000.0,4332.0,76,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2018,1
205,3754 N OCTAVIA AVE,CHICAGO,2018-08-01,235100.0,3810.0,72,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,8
203,3242 N ORIOLE AVE,CHICAGO,2018-05-23,325000.0,3750.0,26,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,2.0,2018,5
205,6338 N HAMLIN AVE,CHICAGO,2019-09-03,515000.0,4191.0,67,6,4,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,9
202,3756 N OLEANDER AVE,CHICAGO,2018-01-21,257000.0,3720.0,72,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2018,1
203,6220 N SPRINGFIELD AVE,CHICAGO,2018-06-28,299000.0,4224.0,66,6,4,Partial,Warm Air Furnace,Central A/C,1.0,6,1.0,2018,6
202,3642 N OLCOTT AVE,CHICAGO,2020-01-13,165000.0,3750.0,96,5,2,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,1
202,3911 N PARIS AVE,CHICAGO,2019-06-17,282807.0,3720.0,67,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,6
278,6335 N KOLMAR AVE,CHICAGO,2020-10-02,676000.0,8250.0,51,9,5,Partial,Warm Air Furnace,Central A/C,1.0,9,1.0,2020,10
202,3533 N ORIOLE AVE,CHICAGO,2019-05-30,215000.0,3750.0,92,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,5
203,3463 N PONTIAC AVE,CHICAGO,2019-11-13,290000.0,3600.0,66,6,4,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,11
202,3131 N OCTAVIA AVE,CHICAGO,2020-11-30,300000.0,3990.0,97,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,0.0,2020,11
295,3150 N OCTAVIA AVE,CHICAGO,2019-11-13,323500.0,1068.0,6,6,3,Slab,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,11
234,4105 W DEVON AVE,CHICAGO,2018-09-10,338000.0,3000.0,63,5,3,Partial,Warm Air Furnace,Central A/C,0.0,5,1.0,2018,9
278,3760 N OCTAVIA AVE,CHICAGO,2019-03-06,565000.0,3810.0,3,8,4,Full,Warm Air Furnace,Central A/C,1.0,8,1.0,2019,3
203,3401 N OCTAVIA AVE,CHICAGO,2018-06-25,274000.0,4593.0,72,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,6
204,6134 N MAPLEWOOD AVE,CHICAGO,2019-06-12,525000.0,4092.0,96,5,5,Full,Warm Air Furnace,Central A/C,0.0,5,1.0,2019,6
202,3336 N OLEANDER AVE,CHICAGO,2019-07-08,197500.0,3990.0,74,4,2,Crawl,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,7
203,6438 N MAPLEWOOD AVE,CHICAGO,2020-11-05,407300.0,4687.0,100,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2020,11
203,3511 N OTTAWA AVE,CHICAGO,2020-05-21,255000.0,3780.0,62,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,5
203,3708 N OKETO AVE,CHICAGO,2020-10-18,313000.0,3900.0,97,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2020,10
203,6112 N SAINT LOUIS AVE,CHICAGO,2020-06-22,420000.0,3750.0,78,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2020,6
205,6230 N CENTRAL PARK AVE,CHICAGO,2019-03-13,545000.0,3810.0,69,5,3,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,3
205,6112 N KIRKWOOD AVE,CHICAGO,2018-01-05,532500.0,4960.0,80,6,4,Full,Warm Air Furnace,No Central A/C,2.0,6,2.0,2018,1
205,6228 N DRAKE AVE,CHICAGO,2020-01-11,331660.0,3720.0,69,6,3,Full,Warm Air Furnace,Central A/C,2.0,6,1.0,2020,1
205,3229 N PLAINFIELD AVE,CHICAGO,2020-09-21,229000.0,4800.0,78,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,9
210,3743 N PACIFIC AVE,CHICAGO,2020-10-01,165000.0,3300.0,73,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2020,10
205,3248 N ODELL AVE,CHICAGO,2020-05-11,195000.0,4215.0,75,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,5
205,3229 N OSCEOLA AVE,CHICAGO,2019-08-26,399000.0,6400.0,95,7,4,Full,Warm Air Furnace,Central A/C,0.0,7,0.0,2019,8
203,6122 N ALBANY AVE,CHICAGO,2018-05-04,227000.0,3334.0,68,5,2,Slab,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,5
234,3732 N OTTAWA AVE,CHICAGO,2018-06-06,385000.0,9558.0,64,6,4,Partial,Hot Water Steam,No Central A/C,1.0,6,1.0,2018,6
278,3939 N OTTAWA AVE,CHICAGO,2019-04-09,374000.0,3510.0,25,7,3,Full,Warm Air Furnace,Central A/C,1.0,7,1.0,2019,4
205,6245 N HARDING AVE,CHICAGO,2020-09-04,241000.0,4224.0,66,7,4,Slab,Warm Air Furnace,No Central A/C,1.0,7,0.0,2020,9
203,3858 N OCONTO AVE,CHICAGO,2019-09-09,357000.0,3441.0,55,5,3,Full,Hot Water Steam,No Central A/C,0.0,5,0.0,2019,9
205,5244 N OLCOTT AVE,CHICAGO,2018-07-27,360500.0,4826.0,79,5,3,Full,Warm Air Furnace,No Central A/C,1.0,5,0.0,2018,7
203,3122 N OSCEOLA AVE,CHICAGO,2019-11-21,200000.0,6650.0,72,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,1.0,2019,11
203,6066 N TROY ST,CHICAGO,2019-10-24,340000.0,4092.0,70,5,2,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2019,10
278,6225 N FAIRFIELD AVE,CHICAGO,2018-04-20,595000.0,3750.0,6,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2018,4
206,6319 N LAWNDALE AVE,CHICAGO,2019-07-11,575000.0,3810.0,66,7,5,Full,Warm Air Furnace,No Central A/C,0.0,7,0.0,2019,7
202,3405 N OPAL AVE,CHICAGO,2018-10-15,221000.0,3780.0,95,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,0.0,2018,10
210,7836 W BALMORAL AVE,CHICAGO,2018-06-28,276000.0,3660.0,77,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,6
205,6009 N KILPATRICK AVE,CHICAGO,2018-03-28,525000.0,5220.0,68,6,3,Partial,Warm Air Furnace,No Central A/C,0.0,6,0.0,2018,3
202,7417 W BELMONT AVE,CHICAGO,2019-05-22,283500.0,3125.0,62,4,2,Full,Warm Air Furnace,Central A/C,0.0,4,0.0,2019,5
204,6320 N ROCKWELL ST,CHICAGO,2019-04-12,355000.0,4125.0,97,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2019,4
203,3308 N ORANGE AVE,CHICAGO,2018-06-04,320000.0,3780.0,55,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,0.0,2018,6
203,3531 N PITTSBURGH AVE,CHICAGO,2018-08-06,415000.0,3600.0,15,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2018,8
202,3531 N OCONTO AVE,CHICAGO,2019-04-03,308000.0,3915.0,91,4,2,Full,Warm Air Furnace,No Central A/C,0.0,4,0.0,2019,4
204,5931 N SACRAMENTO AVE,CHICAGO,2019-03-20,473500.0,3720.0,68,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2019,3
203,3434 N OZANAM AVE,CHICAGO,2019-03-26,320000.0,3780.0,58,5,3,Full,Warm Air Furnace,No Central A/C,0.0,5,1.0,2019,3
203,3008 W HOLLYWOOD AVE,CHICAGO,2019-03-15,650000.0,3750.0,97,6,3,Full,Hot Water Steam,No Central A/C,0.0,6,0.0,2019,3
203,3222 N OKETO AVE,CHICAGO,2019-03-20,305000.0,7560.0,59,6,3,Partial,Hot Water Steam,No Central A/C,0.0,6,1.0,2019,3
205,3040 W HOOD AVE,CHICAGO,2019-10-07,325000.0,3510.0,69,6,4,Full,Warm Air Furnace,Central A/C,0.0,6,1.0,2019,10
202,3343 N OTTAWA AVE,CHICAGO,2020-11-13,127100.0,3780.0,67,4,2,Slab,Warm Air Furnace,No Central A/C,0.0,4,0.0,2020,11
206,7406 N SHERIDAN RD,CHICAGO,2019-09-23,840000.0,7366.0,112,8,4,Full,Hot Water Steam,No Central A/C,1.0,8,1.0,2019,9
203,3856 N ORIOLE AVE,CHICAGO,2018-09-25,300000.0,3750.0,59,5,3,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2018,9
205,3010 N OLEANDER AVE,CHICAGO,2018-06-21,250000.0,4389.0,78,6,3,Full,Warm Air Furnace,Central A/C,0.0,6,0.0,2018,6
205,3241 N OSCEOLA AVE,CHICAGO,2020-09-24,180000.0,4800.0,95,7,4,Full,Warm Air Furnace,No Central A/C,0.0,7,1.0,2020,9
205,6111 N SPRINGFIELD AVE,CHICAGO,2020-01-12,360000.0,5529.0,67,7,3,Full,Warm Air Furnace,Central A/C,0.0,7,1.0,2020,1
203,3623 N OCTAVIA AVE,CHICAGO,2020-11-09,355000.0,4047.0,93,6,3,Full,Warm Air Furnace,No Central A/C,0.0,6,0.0,2020,11
203,3008 N ODELL AVE,CHICAGO,2020-11-21,315000.0,4432.0,67,5,2,Full,Warm Air Furnace,Central A/C,0.0,5,0.0,2020,11
